symbol,name,bucket,close,breakout_level,base_months,base_start,vol_x_10wk,weekly_close_pos,ext_vs_10m_ma_pct,base_drawdown_pct,off_high_pct,turnover_cr,sources,weekly_candle_final,spliced_today,s3_pass,s4_score,s3_fail
TVSSRICHAK,TVS Srichakra Limited,CONFIRMED,4868.9,4702.1,8.7,2025-11-25,2.9,0.89,19.3,33.3,0.91,145.4,52w_high,False,False,True,4,
MAWANASUG,Mawana Sugars Limited,CONFIRMED,124.06,116.04,3.4,2026-05-06,1.6,0.81,27.8,22.8,1.41,10.6,52w_high,False,False,True,3,
PTCIL,PTC Industries Limited,CONFIRMED,20584.0,19076.0,2.5,2026-06-03,3.5,0.9,17.3,15.1,1.69,572.3,52w_high+volume_gainer,False,False,True,3,
