symbol,name,bucket,close,breakout_level,base_months,base_start,vol_x_10wk,weekly_close_pos,ext_vs_10m_ma_pct,base_drawdown_pct,off_high_pct,turnover_cr,sources,weekly_candle_final,spliced_today,s3_pass,s4_score,s3_fail
ANTELOPUS,Antelopus Selan Energy Limited,WATCH,951.15,899.35,2.8,2026-06-08,18.4,1.0,38.5,22.7,0.0,1122.3,52w_high+price_gainer+volume_gainer,False,False,True,2,
IFCI,IFCI Limited,WATCH,98.32,89.96,2.5,2026-06-17,3.5,0.91,44.1,28.9,1.78,4103.8,52w_high+price_gainer,False,False,True,2,
