symbol,name,bucket,close,breakout_level,base_months,base_start,vol_x_10wk,weekly_close_pos,ext_vs_10m_ma_pct,base_drawdown_pct,off_high_pct,turnover_cr,sources,weekly_candle_final,spliced_today,s3_pass,s4_score,s3_fail
DIFFNKG,Diffusion Engineers Limited,WATCH,485.5,441.0,0.8,2026-08-07,8.5,0.9,46.9,21.4,0.0,365.6,52w_high+price_gainer+volume_gainer,False,False,True,2,
MANALIPETC,Manali Petrochemicals Limited,WATCH,81.75,74.02,0.4,2026-08-19,17.2,0.73,35.2,10.5,0.94,605.0,52w_high+price_gainer+volume_gainer,False,False,True,2,
