symbol,name,bucket,close,breakout_level,base_months,base_start,vol_x_10wk,weekly_close_pos,ext_vs_10m_ma_pct,base_drawdown_pct,off_high_pct,turnover_cr,sources,weekly_candle_final,spliced_today,s3_pass,s4_score,s3_fail
GIPCL,Gujarat Industries Power Company Limited,CONFIRMED,201.47,194.41,11.7,2025-09-03,3.7,0.93,28.5,40.7,1.87,69.3,52w_high,False,False,True,3,
