symbol,name,bucket,close,breakout_level,base_months,base_start,vol_x_10wk,weekly_close_pos,ext_vs_10m_ma_pct,base_drawdown_pct,off_high_pct,turnover_cr,sources,weekly_candle_final,spliced_today,s3_pass,s4_score,s3_fail
PAR,Par Drugs And Chemicals Limited,CONFIRMED,140.6,112.67,11.4,2025-09-18,8.7,0.99,41.8,36.2,0.0,8.4,52w_high+price_gainer,False,False,True,3,
TNPETRO,Tamilnadu PetroProducts Limited,CONFIRMED,132.35,123.74,9.9,2025-11-03,16.8,0.87,32.9,39.4,1.77,185.5,52w_high+price_gainer,False,False,True,3,
