symbol,name,bucket,close,breakout_level,base_months,base_start,vol_x_10wk,weekly_close_pos,ext_vs_10m_ma_pct,base_drawdown_pct,off_high_pct,turnover_cr,sources,weekly_candle_final,spliced_today,s3_pass,s4_score,s3_fail
ABDL,Allied Blenders and Distillers Limited,WATCH,712.15,662.05,2.6,2026-07-06,5.5,0.89,25.2,18.5,0.0,457.1,52w_high+price_gainer,False,False,True,2,
