symbol,name,bucket,close,breakout_level,base_months,base_start,vol_x_10wk,weekly_close_pos,ext_vs_10m_ma_pct,base_drawdown_pct,off_high_pct,turnover_cr,sources,weekly_candle_final,spliced_today,s3_pass,s4_score,s3_fail
SOUTHBANK,The South Indian Bank Limited,CONFIRMED,49.9,48.46,2.6,2026-07-07,1.7,0.95,18.8,13.8,0.44,287.8,52w_high,False,False,True,3,
