symbol,name,bucket,close,breakout_level,base_months,base_start,vol_x_10wk,weekly_close_pos,ext_vs_10m_ma_pct,base_drawdown_pct,off_high_pct,turnover_cr,sources,weekly_candle_final,spliced_today,s3_pass,s4_score,s3_fail
JTLIND,JTL INDUSTRIES LIMITED,WATCH,89.6,82.29,1.7,2026-07-06,2.2,0.89,28.9,19.6,1.55,166.5,52w_high,True,True,True,2,
PRECWIRE,Precision Wires India Limited,WATCH,507.35,458.35,0.5,2026-08-13,4.2,1.0,46.4,14.6,0.0,416.1,52w_high+price_gainer+volume_gainer,True,True,True,2,
