symbol,name,bucket,close,breakout_level,base_months,base_start,vol_x_10wk,weekly_close_pos,ext_vs_10m_ma_pct,base_drawdown_pct,off_high_pct,turnover_cr,sources,weekly_candle_final,spliced_today,s3_pass,s4_score,s3_fail
SAMBHV,Sambhv Steel Tubes Limited,CONFIRMED,147.57,131.08,4.3,2026-05-11,4.0,0.87,33.7,29.2,0.58,408.5,52w_high+price_gainer+volume_gainer,True,False,True,3,
JSWINFRA,JSW Infrastructure Limited,CONFIRMED,348.25,343.15,2.2,2026-07-13,2.2,0.78,19.7,12.8,2.05,887.0,52w_high,True,False,True,3,
