symbol,name,bucket,close,breakout_level,base_months,base_start,vol_x_10wk,weekly_close_pos,ext_vs_10m_ma_pct,base_drawdown_pct,off_high_pct,turnover_cr,sources,weekly_candle_final,spliced_today,s3_pass,s4_score,s3_fail
INOXINDIA,INOX India Limited,WATCH,2160.3,2004.0,1.2,2026-07-22,3.2,0.81,46.6,14.0,2.86,951.2,52w_high+price_gainer+volume_gainer,False,True,True,2,
MEDANTA,Global Health Limited,WATCH,1523.0,1455.6,0.6,2026-08-10,1.5,0.86,25.5,7.4,1.36,169.0,52w_high,False,True,True,2,
