symbol,name,bucket,close,breakout_level,base_months,base_start,vol_x_10wk,weekly_close_pos,ext_vs_10m_ma_pct,base_drawdown_pct,off_high_pct,turnover_cr,sources,weekly_candle_final,spliced_today,s3_pass,s4_score,s3_fail
AETHER,Aether Industries Limited,WATCH,1767.0,1696.8,0.9,2026-08-28,1.6,0.82,40.9,9.6,1.45,297.8,52w_high,True,False,True,2,
RPGLIFE,RPG Life Sciences Limited,WATCH,3050.6,2937.0,2.2,2026-07-21,2.8,0.81,30.8,19.2,2.33,33.9,52w_high,True,False,True,2,
