symbol,name,bucket,close,breakout_level,base_months,base_start,vol_x_10wk,weekly_close_pos,ext_vs_10m_ma_pct,base_drawdown_pct,off_high_pct,turnover_cr,sources,weekly_candle_final,spliced_today,s3_pass,s4_score,s3_fail
AVTNPL,AVT Natural Products Limited,WATCH,98.26,91.02,0.6,2026-09-03,3.5,0.89,35.3,13.0,1.38,44.2,52w_high+volume_gainer,False,False,True,2,
ENGINERSIN,Engineers India Limited,WATCH,302.55,279.45,0.7,2026-09-01,1.9,0.93,32.2,12.4,1.43,712.1,52w_high,False,False,True,2,
