symbol,name,bucket,close,breakout_level,base_months,base_start,vol_x_10wk,weekly_close_pos,ext_vs_10m_ma_pct,base_drawdown_pct,off_high_pct,turnover_cr,sources,weekly_candle_final,spliced_today,s3_pass,s4_score,s3_fail
NIACL,The New India Assurance Company Limited,WATCH,229.91,202.31,2.4,2026-06-22,5.9,0.91,38.4,25.8,1.45,1493.0,52w_high+price_gainer,True,False,True,2,
SKIPPER,Skipper Limited,WATCH,591.1,574.95,2.0,2026-07-06,3.6,0.79,25.3,15.1,2.83,597.9,52w_high,True,False,True,2,
