symbol,name,bucket,close,breakout_level,base_months,base_start,vol_x_10wk,weekly_close_pos,ext_vs_10m_ma_pct,base_drawdown_pct,off_high_pct,turnover_cr,sources,weekly_candle_final,spliced_today,s3_pass,s4_score,s3_fail
MAHSEAMLES,Maharashtra Seamless Limited,CONFIRMED,688.1,661.7,4.4,2026-04-23,3.0,0.85,15.1,19.2,1.12,81.1,52w_high,True,False,True,4,
NRAIL,N R Agarwal Industries Limited,CONFIRMED,584.0,544.55,1.0,2026-08-06,2.6,0.9,23.5,15.2,0.04,9.0,52w_high+price_gainer+volume_gainer,True,False,True,3,
