symbol,name,bucket,close,breakout_level,base_months,base_start,vol_x_10wk,weekly_close_pos,ext_vs_10m_ma_pct,base_drawdown_pct,off_high_pct,turnover_cr,sources,weekly_candle_final,spliced_today,s3_pass,s4_score,s3_fail
HONASA,Honasa Consumer Limited,WATCH,502.8,477.6,1.0,2026-07-14,3.6,0.86,39.4,11.0,1.53,1114.8,52w_high+volume_gainer,True,False,True,2,
TARSONS,Tarsons Products Limited,WATCH,360.3,343.95,12.0,2025-08-13,2.4,0.83,51.1,55.4,1.04,346.0,52w_high+price_gainer+volume_gainer,True,False,True,2,
