symbol,name,bucket,close,breakout_level,base_months,base_start,vol_x_10wk,weekly_close_pos,ext_vs_10m_ma_pct,base_drawdown_pct,off_high_pct,turnover_cr,sources,weekly_candle_final,spliced_today,s3_pass,s4_score,s3_fail
GALAXYSURF,Galaxy Surfactants Limited,CONFIRMED,2508.4,2405.6,11.1,2025-09-11,8.8,1.0,29.1,38.5,0.0,158.2,52w_high+price_gainer+volume_gainer,True,False,True,3,
KRN,KRN Heat Exchanger and Refrigeration Limited,CONFIRMED,1468.3,1300.2,3.5,2026-04-28,2.0,1.0,42.2,29.7,0.0,59.8,52w_high,True,False,True,3,
